ev_id,ntsb_no,latitude,longitude,flt_plan_filed,flight_plan_activated,regis_no,dprt_apt_id,dest_apt_id
20090113X83112,CEN09CA131,382156N,0854418W,NONE,N,N778ME,KJVY,KJVY
20090114X00618,WPR09CA081,334118n,1120457w,NONE,,N60DE,DVT ,DVT 
20090114X13825,CEN09LA132,412404N,0855120W,NONE,,N28862,25IN,GSH 
20090114X61852,DCA09FA025,403823N,0734613W,IFR ,N,N844MJ,JFK ,JFK 
20090114X90006,ERA09CA134,355443N,0754131W,IFR ,Y,N7918C,EQY ,MQI 
20090115X05748,WPR09LA083,391132n,1194404w,NONE,N,N6272R,CXP ,CXP 
20090115X12631,WPR09CA084,483547N,1225944W,CVFR,Y,N9428G,FHR ,None
20090115X25612,CEN09CA133,345533n,0980806w,UNK ,U,N2252U,N/A ,N/A 
20090115X51232,WPR09LA082,344202N,1200646W,NONE,,N3129,,IZA 
20090115X73226,DCA09MA026,404619N,0725206W,IFR ,,N106US,LGA ,CLT 
20090116X02657,CEN09FA135,401045N,1021429W,IFR ,Y,N840NK,KAPA,2V5 
20090116X21347,ERA09CA135,282023N,0804111W,NONE,N,N7861B,KISM,KCOI
20090117X00043,WPR09FA089,192851n,1552625w,UNK ,N,N777WN,PHMU,PMHU
20090117X33913,WPR09LA085,381132N,1123020W,NONE,,N3170C,U52 ,U52 
20090117X70031,WPR09CA088,341909n,1191949w,NONE,,N6976C,CMA ,CMA 
20090118X31444,WPR09CA090,194300n,1550300w,NONE,,N81633,ITO ,ITO 
20090119X22410,WPR09CA091,343623n,1200415w,NONE,,N532JS,IZA ,SZP 
20090119X34648,WPR09CA092,455412n,1113147w,VFR ,Y,N4443K,GCC ,9S5 
20090119X81000,ERA09CA136,355114N,0874326W,NONE,N,N1052U,TCL ,AL03
20090120X13218,CEN09CA136,402412N,0865621W,IFR ,Y,N6509T,LAF ,SBN 
20090120X25754,WPR09CA094,240747N,1162424W,NONE,,N90086,HJO ,L22 
20090120X43332,WPR09CA093,371958n,1214911w,UNK ,,N8679,RHV ,RHV 
20090121X45440,CEN09WA138,500700N,0084100E,UNK ,U,,,
20090121X54954,WPR09CA095,340509N,1180205W,NONE,,N396JD,SMO ,KEMT
20090121X93822,ERA09LA137,342712N,0842726W,NONE,N,N9459J,RYY ,JZP 
20090122X01552,CEN09CA139,421730N,0890810W,NONE,N,N35571,KJVL,KSQI
20090122X30337,ERA09LA139,345839N,0803353W,NONE,N,N4191A,EQY ,EQY 
20090122X34526,ERA09IA140,260905N,0814619W,IFR ,Y,N2615G,EYW ,RSW 
20090122X82054,ERA09CA138,332801N,0842541W,NONE,N,N369PD,ATL ,ATL 
20090123X34158,CEN09CA140,345008N,0921428W,NONE,,N20275,KBVX,KSUZ
20090123X63004,WPR09FA096,345910N,1114122W,NONE,N,N8298Z,FLG ,2V6 
20090123X91533,WPR09LA097,211907N,1575520W,NONE,N,N30740,HNL ,PHJR
20090124X94322,WPR09LA098,331304N,1172105W,IFR ,Y,N562AD,SEE ,OKB 
20090125X01122,ERA09FA141,272714N,0812040W,NONE,N,N9GX,SEF ,SEF 
20090125X55400,WPR09CA099,312808N,1093613W,UNK ,,N5117L,DUG ,AVQ 
20090126X04101,ERA09CA142,383053N,0804757W,NONE,,N48570,TIX ,TIX 
20090126X21431,CEN09CA141,381956n,0961128w,NONE,N,N2465H,LWC ,LWC 
20090127X60014,ERA09LA143,255056N,0812325W,NONE,N,N1006J,X01 ,HWO 
20090127X82623,WPR09LA100,355822N,1150804W,NONE,,N210TF,KHND,KHND
20090127X92950,CEN09MA142,333929N,1014913W,IFR ,Y,N902FX,AFW ,LBB 
20090127X94610,NYC08CA321,302526N,0874639W,UNK ,,N92095,2AL1,2AL1
20090128X04223,WPR09FA102,343944N,1182722W,UNK ,,N688C,SMO ,SMO 
20090128X35811,WPR09CA101,480313N,1224838W,NONE,,N411B,W28 ,0S9 
20090130X82503,WPR09CA103,373106N,1224100W,NONE,,N2805E,KRHV,KRHV
20090131X25145,ERA09FA145,382036N,0823322W,NONE,N,N8047C,3CK ,RDU 
20090131X30350,ERA09LA146,273053N,0815249W,UNK ,N,N6566P,BKV ,TMB 
20090131X81912,CEN09FA146,445734N,0915331W,IFR ,Y,N495LV,SBM ,RNH 
20090201X10015,WPR09FA104,342353N,1184641W,NONE,,N4160A,CMA ,CMA 
20090201X10705,ERA09CA149,331912N,0835633W,NONE,N,N620KJ,62GA,10GA
20090201X14804,ERA09LA150,351926N,0814519W,NONE,N,None,8NC2,8NC2
20090201X30126,WPR09CA105,411354N,1114820W,NONE,,N944U,kslc,42u 
20090201X54133,ERA09FA148,331129N,0800145W,NONE,N,N224SB,CHS ,14A 
20090201X65302,ERA09LA147,350600N,0891200W,NONE,N,N31254,OLV ,OLV 
20090202X02717,CEN09CA148,412714N,0864732W,UNK ,N,N53576,VPZ ,VPZ 
20090202X04702,ERA09LA151,333325N,0803854W,NONE,,N3066E,CUB ,CUB 
20090202X13220,ERA09LA152,303344N,0841825W,NONE,N,N2424A,,
20090202X21409,CEN09LA149,295607N,0953823W,NONE,,N51KT,EYQ ,EYQ 
20090202X32728,WPR09CA106,341541N,1112036W,NONE,N,N5423L,CHD ,PAN 
20090203X42525,WPR09CA107,470132n,1203129w,NONE,,N95606,KELN,KELN
20090203X61030,ERA09WA153,250220N,0772758W,UNK ,U,,MYAN,MYNN
20090204X22909,WPR09LA108,350331N,1180902W,NONE,N,N834TP,MHV ,MHV 
20090204X45212,ERA09CA155,355128N,0833143W,NONE,N,N7687H,GKT ,GKT 
20090204X65300,CEN09CA151,313613N,0914013W,NONE,,N3628T,PVT ,PVT 
20090205X02110,CEN09IA153,391323N,1065208w,IFR ,Y,N535JR,RVS ,
20090205X62939,ERA09CA156,380211N,0843621W,NONE,N,N2620C,LEX ,27K 
20090205X63244,WPR09CA109,394002N,1195234W,NONE,,N846BH,4SD ,4SD 
20090205X65719,WPR09CA110,455143N,1121011W,UNK ,U,N87349,BTM ,MT41
20090206X45502,WPR09FA112,332244N,1182516W,IFR ,N,N66819,AVX ,SNA 
20090206X65418,CEN09CA156,475657N,0971034W,IFR ,Y,N51RF,FAR ,GFK 
20090209X44415,CEN09CA157,300509N,0953557w,NONE,N,N234LA,DWH ,DWH 
20090209X44822,WPR09CA113,453254N,1222823W,NONE,,N2404Y,KBLI,KBVS
20090209X50720,CEN09CA158,382119N,0963310W,NONE,N,N2333D,9K0 ,EQA 
20090209X52219,CEN09CA159,375636n,1033049w,NONE,N,N2097H,,
20090210X51828,CEN09IA161,403424N,0973408W,NONE,N,N55502,HJH ,KFMZ
20090210X84134,ERA09MA157,182928N,0675552W,IFR ,Y,N118ME,MDLR,TJIG
20090210X85122,ERA09LA158,424800N,0774200W,NONE,N,N10JR,NY15,NY15
20090210X85716,ERA09CA159,271444N,0812447W,NONE,,N1825C,09FA,09FA
20090210X90526,ERA09CA160,425853N,0775615W,UNK ,U,N3554Q,ROC ,5G0 
20090210X90958,ERA09RA161,414434N,0122859E,UNK ,U,,LIRA,LIPE
20090210X91742,ERA09CA162,355704N,0850506W,NONE,N,N555SX,CSV ,CSV 
20090211X11052,CEN09CA162,392705n,0871827w,NONE,,N7524J,HUF ,
20090211X65410,ANC09LA018,605201n,1621623w,CVFR,Y,N5246D,PABE,
20090211X91318,ERA09LA163,403359N,0745843W,NONE,N,N55854,N40 ,N40 
20090211X92091,NYC08CA252,271054N,0801318W,NONE,,N3375C,LNA ,SUA 
20090212X15018,CEN09FA164,300907N,0951911W,VFR ,Y,N9648Y,AUS ,9X1 
20090212X16303,NYC08LA259,352706N,0850354W,UNK ,,N412TS,NONE,NONE
20090212X32122,WPR09CA114,352357N,1192827W,NONE,,N3626T,,
20090212X91607,ERA09CA165,344019N,0825313W,NONE,N,N99PM,,CEU 
20090213X13613,DCA09MA027,430040N,0783805W,IFR ,Y,N200WQ,EWR ,BUF 
20090214X61509,ANC09LA019,665305N,1623555W,CVFR,,N440RA,PAIK,PAQT
20090215X40921,WPR09LA115,340813N,1172426W,UNK ,N,N86242,KL67,KL67
20090216X03720,ANC09CA020,602830N,1510217W,CVFR,N,N418SP,PAWS,PASX
20090217X22015,CEN09LA165,403059N,1065159W,VFR ,Y,N486CD,APA ,SBS 
20090217X35840,CEN09CA166,324830N,0962104W,NONE,N,N5303W,1F7 ,1F7 
20090217X51045,WPR09FA116,424911N,1150617W,NONE,,N8810P,EUL ,BTF 
20090217X51316,CEN09LA167,390056N,0941248W,NONE,N,N7942D,3GV ,K59 
20090217X73505,CEN09LA168,360223N,0955905W,NONE,,N6300Q,RVS ,RVS 
20090217X95726,ERA09WA166,031520S,0604011W,UNK ,U,,SWKO,SBEG
20090218X50531,CEN09CA169,324654n,0980337w,NONE,N,N5451P,MWL ,MWL 
20090218X62344,ERA09FA169,285741N,0810917W,NONE,N,N493DA,SFB ,SFB 
20090219X41151,WPR09LA117,372923N,1204209W,NONE,,N48761,O15 ,O15 
20090220X14000,WPR09GA119,322207N,1173317W,CVFR,Y,N608BP,LGB ,SDM 
20090220X14722,WPR09CA118,330127N,1171656W,UNK ,N,N588LE,CRQ ,CRQ 
20090220X43946,ANC09LA021,643044N,1652642W,CVFR,Y,N41185,KTS ,OME 
20090220X54638,WPR09CA120,385433N,1212105W,NONE,,N8816P,LHM ,LHM 
20090220X54937,WPR09CA121,433831N,1163809W,NONE,,N4729D,EUL ,EUL 
20090220X64906,DCA09FA028,313513N,1102050W,IFR ,Y,CBP-108,KFHU,KFHU
20090221X93659,CEN09LA170,325707N,1055808W,NONE,,N8799A,ALM ,ALM 
20090222X33307,WPR09LA122,341430N,1170055W,NONE,N,N6443E,SBD ,L35 
20090222X63601,CEN09LA171,385644N,1043411w,NONE,,N9487W,00V ,00V 
20090223X03403,WPR09IA123,404718N,1115839W,IFR ,Y,N270YV,EKO ,SLC 
20090223X03909,WPR09LA124,363928N,1213613W,NONE,,N2835G,SNS ,SNS 
20090223X04221,WPR09LA125,334905N,1115352W,CVFR,Y,N353P,DVT ,
20090223X12126,CEN09LA173,381721N,1042947W,NONE,,N171AF,COS ,PUB 
20090223X25803,WPR09CA126,453740N,1222415W,NONE,N,N94805,1W1 ,1W1 
20090223X50804,CEN09IA172,421947N,0880445W,NONE,N,N747KA,PWK ,PWK 
20090223X63936,WPR09CA127,332213N,1123505W,UNK ,,N324A,GEU ,BXK 
20090223X64314,WPR09IA128,320657N,1105627W,UNK ,,N1408F,TUS ,TUS 
20090224X12910,ERA09CA171,340621N,0842654W,NONE,N,N57N,CZL ,5GA4
20090224X14200,ERA09CA172,392801N,0770101w,VFR ,Y,N139RA,MD24,2W2 
20090224X33409,ANC09LA022,603400N,1511400W,CVFR,Y,N5342G,ENA ,ENA 
20090225X14913,ERA09WA174,140208S,0754519W,UNK ,U,,SPIA,SPIA
20090225X24741,WPR09CA129,341030N,1165030W,NONE,N,N210NS,BLH ,61CA
20090225X32012,ERA09CA175,320332N,0820906W,NONE,N,N9289H,CRG ,TBR 
20090225X40933,CEN09CA175,390723N,0943533W,UNK ,,N465NW,DAL ,MKC 
20090225X75532,ERA09LA173,362720N,0761223W,NONE,N,N5205C,NC61,NC61
20090225X83224,OPS09IA002,274652N,0823213W,,,,,
20090227X05843,ERA09LA176,322933N,0805932W,NONE,N,N4981T,3J1 ,3J1 
20090227X10233,ERA09CA177,424811N,0711718W,NONE,N,NONE,NONE,NONE
20090227X25653,WPR09LA130,334812N,1182022W,UNK ,N,N426MT,TOA ,TOA 
20090227X82329,WPR09CA131,362922N,1162517W,NONE,,N2518S,70CL,FFZ 
20090227X91854,CEN09WA176,073415N,0810429W,UNK ,U,,MAG ,COJ 
20090228X94050,CEN09FA178,303431N,0903603W,NONE,N,N91593,ASD ,MKV 
20090301X03655,WPR09CA132,332125N,1171505W,NONE,N,N4290T,REI ,L18 
20090301X04502,CEN09CA179,393407N,1045034W,NONE,N,N75WY,KAPA,KAPA
20090301X04523,WPR09FA133,384046N,1212647W,NONE,N,N3463X,L36 ,L36 
20090301X05233,CEN09CA180,325513N,1010434W,UNK ,,N387AC,2F5 ,2F5 
20090301X10056,CEN09CA181,395431N,1050702W,NONE,N,N737KR,KBJC,KFTG
20090302X05757,CEN09LA182,385025n,0944411w,UNK ,U,N734WD,OJC ,OJC 
20090302X10740,CEN09LA183,413617N,0824107W,NONE,N,N3710D,PCW ,89D 
20090302X13202,WPR09CA134,334900N,1163040W,NONE,N,N118CK,SBA ,PSP 
20090302X32819,WPR09CA135,334000N,1135400W,NONE,,N4832,,
20090302X84951,WPR09CA136,411144N,1120046W,NONE,,N8637D,BMC ,OGD 
20090302X91941,WPR09CA137,334200N,1160950W,NONE,,N180RR,TRM ,UDD 
20090302X94306,CEN09CA184,294825N,0982520W,UNK ,U,N2262D,1T7 ,1T7 
20090303X74824,DCA09FA033,302347N,0842101W,IFR ,N,N830AS,TLH ,ATL 
20090303X93946,CEN09RA185,465729N,0105031E,UNK ,U,,,
20090304X40552,ERA09WA180,092329N,0701216W,IFR ,Y,,SVCS,SVVL
20090304X53013,CEN09CA186,320950N,0954942W,NONE,N,N5470V,F44 ,
20090304X60041,CEN09CA187,344829N,0914243W,NONE,N,N739NP,4m3 ,4M3 
20090304X60451,WPR09LA139,344041N,1153428W,NONE,N,N9166E,KCXL,KCXL
20090304X61906,WPR09IA140,355925N,1134859W,CVFR,Y,N197AE,61B ,
20090304X63009,WPR09FA141,405733N,1121349W,NONE,N,N3683X,KTVY,BTF 
20090305X52415,ERA09CA181,285202N,0823413W,VFR ,N,N94563,ISM ,CGC 
20090305X62831,CEN09LA189,303210N,0990508W,NONE,N,N23GX,T92 ,T82 
20090306X10259,CEN09CA191,353902N,0922414W,UNK ,,N759YH,2A2 ,2A2 
20090306X40553,ERA09LA182,343140N,0775100W,NONE,,N404AF,7NC1,7NC1
20090306X41211,ERA09WA183,180208N,0630604W,UNK ,U,N83086,TFFG,TFFG
20090306X63229,CEN09CA192,354307N,0983928W,NONE,N,N7681E,1O4 ,1O4 
20090306X81813,ERA09LA184,291306N,0820903W,UNK ,U,N551X,,
20090306X84920,DCA09WA036,062000S,1064500E,,,,,
20090308X11044,WPR09CA143,352601N,1190325W,NONE,N,N4134B,,BFL 
20090308X11919,WPR09LA144,361300N,1170502W,CVFR,Y,N501EF,,
20090308X12520,WPR09LA145,331757N,1172803W,UNK ,U,N2478B,SNA ,MYF 
20090308X13450,ERA09FA185,333246N,0850828W,NONE,,N1913M,RYY ,4A7 
20090309X04818,CEN09FA193,381241N,0973355W,NONE,N,N863H,OGA ,EWK 
20090309X15351,CEN09CA194,443120N,0994420W,NONE,,N648LA,Y14 ,5G3 
20090309X20142,CEN09FA195,351413n,1061209w,NONE,N,N9646L,1n1 ,KLAM
20090309X25653,CEN09LA196,393801N,0864849W,NONE,N,N933WF,4I7 ,2R2 
20090309X31519,ERA09LA187,381958N,0763411W,NONE,N,N28MD,2W6 ,2W6 
20090309X35329,ERA09LA188,281921N,0820818W,NONE,N,N262MX,ZPH ,ZPH 
20090309X43538,ERA09LA189,413514N,0715508W,NONE,N,N574PG,MTP ,MTP 
20090309X50513,CEN09LA197,364104N,1013017W,UNK ,N,N170DN,None,GUY 
20090309X54240,ERA09CA190,401113N,0740729W,IFR ,Y,N28DA,PNE ,BLM 
20090309X61727,ERA09LA191,392202N,0750412W,NONE,N,N188TD,MIV ,MIV 
20090309X63114,WPR09FA146,410354N,1241011W,IFR ,Y,N521DS,KBFL,KACV
20090309X74949,ERA09IA186,293805N,0822526W,NONE,N,N911UF,None,FL12
20090309X94500,WPR09CA147,383032N,1224828W,NONE,N,N424RV,AUN ,STS 
20090310X20627,WPR09CA148,334400N,1181130W,NONE,,N234AH,LGB ,
20090310X30501,WPR09LA149,330141N,1175116W,NONE,N,N726RJ,MYF ,MYF 
20090310X44201,ERA09LA193,301800N,0830128W,NONE,N,N601DE,24J ,
20090310X81527,ERA09CA192,404815N,0742418W,NONE,,N176MA,MMU ,MMU 
20090310X83102,CEN09LA198,292616N,0901524W,UNK ,U,N410RL,GAO ,GAO 
20090310X83507,CEN09CA199,360213N,0955902W,NONE,N,N47NR,RVS ,RVS 
20090311X01405,ERA09CA195,334540N,0904528W,VFR ,N,N6089K,GTR ,RNV 
20090311X25311,CEN09CA203,323445n,0964308w,UNK ,N,N2592T,RBD ,RBD 
20090311X30109,CEN09CA200,405843N,0851143W,UNK ,,N94626,FWA ,FWA 
20090311X70216,CEN09LA201,320200N,1020100W,NONE,,N456PH,,
20090311X72323,CEN09LA202,284740N,1002732W,NONE,,N64731,NONE,NONE
20090311X84712,ERA09LA194,421706N,0731419W,NONE,N,N369RT,,
20090312X34256,CEN09LA206,452657N,0982519W,IFR ,Y,N402BP,KFSD,KABR
20090312X80102,ERA09CA196,341644N,0795535W,NONE,N,N82891,UDG ,6J7 
20090313X04158,CEN09CA208,412714N,0870025W,NONE,,N3331R,VPZ ,VPZ 
20090313X93849,CEN09LA207,400931N,1050929W,NONE,N,N939CB,KLMO,KBJC
20090314X10623,ANC09LA023,634455N,1501946W,VFR ,Y,N6478V,FAI ,
20090314X33728,ERA09LA198,271559N,0805101W,UNK ,N,N5098L,OBE ,OBE 
20090315X21847,WPR09FA150,340309N,1174750W,IFR ,Y,N129AB,KPOC,KMHV
20090316X10236,CEN09LA211,393459N,0854817W,NONE,N,N338WS,GEZ ,SUS 
20090316X40723,CEN09CA212,384814N,0945713W,UNK ,,N43181,K34 ,K34 
20090316X41503,CEN09CA213,370903N,1074508W,NONE,,N8245H,DRO ,DRO 
20090316X52540,CEN09LA214,402001N,1034808W,NONE,,N130WM,FMM ,EIK 
20090316X63351,CEN09CA215,395039N,0894041W,NONE,,N2102,KSPI,KSPI
20090316X82041,ERA09LA199,384317N,0773055W,VFR ,U,N770EZ,HEF ,FKL 
20090316X84733,ERA09LA200,390953N,0771019W,IFR ,Y,N213CP,GAI ,AZO 
20090316X92527,CEN09LA209,402220N,0834912W,NONE,N,N9348S,I74 ,5G7 
20090316X92910,CEN09CA210,472153N,0953138W,NONE,,N1831E,,96M 
20090317X75000,CEN09WA216,090400N,0782333W,UNK ,U,,,
20090317X85152,ERA09LA201,284636N,0811408W,VFR ,N,N613FT,MLB ,SFB 
20090318X44950,ANC09CA024,593844N,1512836W,NONE,,N2332D,,
20090318X51159,CEN09CA217,402445n,0865613w,UNK ,,N2382R,LAF ,LAF 
20090318X54258,WPR09LA151,425428N,1062751W,IFR ,Y,C-GCIL,CPR ,
20090318X82022,WPR09CA152,344452N,1120256W,NONE,N,N997KK,P52 ,P52 
20090319X04253,WPR09LA153,345551N,1123045W,NONE,,N6383W,SEZ ,AZ27
20090319X04510,WPR09LA156,404414n,1135334w,NONE,N,N280AD,OGD ,ENV 
20090319X11514,WPR09CA157,351414N,1203833W,UNK ,Y,N8215P,FFZ ,SBP 
20090319X35429,WPR09FA154,462507N,1113437W,NONE,,N2698Y,BZN ,HLN 
20090319X40536,CEN09CA219,481803n,1022423w,NONE,,N82041,08D ,08D 
20090319X43411,ERA09LA203,340723N,0845055W,NONE,N,N312RW,VPC ,VPC 
20090319X45005,ANC09LA025,655853N,1610857W,VFR ,Y,N4112K,OTZ ,PABL
20090319X51618,ERA09LA204,403335N,0745843W,NONE,N,N471CT,N40 ,N40 
20090319X54357,CEN09FA220,375850n,0964947w,NONE,N,N162CE,CEA ,CEA 
20090319X73617,WPR09CA155,314515N,1090455W,UNK ,N,N157SH,,
20090319X81755,CEN09CA218,401931N,1045120W,NONE,N,N222LL,KAPA,
20090320X05050,CEN09CA223,362717N,1054012W,UNK ,N,N342R,E14 ,KSKX
20090320X44802,WPR09FA158,335413N,1173651W,IFR ,N,N55962,AJO ,HII 
20090322X90442,WPR09MA159,455700N,1122900W,IFR ,Y,N128CM,KOVE,KBZN
20090323X01952,DCA09RA041,354553N,1402311E,IFR ,Y,N526FE,CAN ,NRT 
20090323X10258,CEN09CA226,320125N,0962401W,UNK ,,N7326T,KCRS,KCRS
20090323X11626,ERA09WA206,222125S,0434501W,VFR ,Y,,SBCP,SBJR
20090323X12622,ERA09CA207,391304N,0743528W,NONE,N,N41568,33N ,33N 
20090323X53633,CEN09LA227,273333N,0992815W,NONE,N,N8120R,LRD ,LRD 
20090323X84621,WPR09LA160,344159N,1124015W,NONE,,N90764,KPRC,KPRC
20090323X85513,WPR09LA161,385904N,1212254W,NONE,,N35JB,MYV ,LHM 
20090323X91126,WPR09CA162,433626N,1104416W,NONE,N,N3920Z,JAC ,JAC 
20090323X93035,ERA09CA205,372430N,0772448W,NONE,,N2360M,RIC ,
20090324X10454,CEN09CA228,385055n,0903000w,UNK ,,N446RA,3SQ ,3SQ 
20090324X14206,ERA09LA209,310056N,0892857W,NONE,N,N8560Y,4R1 ,4R1 
